Project Name,p_link,BHK,Price,Price per Sqft,Area with Type,No_open_sides,Boundary_Wall,Width of Facing road,Ownership,Authority Approved,Corner_Property,Gated Society,Address,Facing,Construction Status,Age Possession/completion date,Property Status,RERA ID,Property ID,Nearby Landmarks,Features,Key Highlights,Open Space (in %),Units Available,Description,Ratings
Thol,https://www.99acres.com/residential-land-plot-for-sale-in-thol-mahesana-17424-sq-yard-r1-spid-P81610963,Residential land / Plot,33.75 Cr,"₹2,152 /sqft",Plot_area 156816 sq.ft.l*b :*,3.0,Yes,,Freehold,,,,"Thol, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,P81610963,[],[], ,,,Prime location residential non agriculture land at prime location for future growth perspective.Kindly call for more details & similar properties.,
Rethal,https://www.99acres.com/residential-land-plot-for-sale-in-rethal-ahmedabad-west-38720-sq-yard-r1-spid-H81630971,Residential land / Plot,15 Cr,₹430 /sqft,Plot_area 348480 sq.ft.l*b :*,4.0,,,Freehold,,,,"Rethal, Sanand",,Ready To Move,Possession: Immediate *,Resale,not available,H81630971,[],[], ,,,Prime location residential non agriculture land at prime location for future growth perspective.Kindly call for more details & similar properties.,
Rethal,https://www.99acres.com/residential-land-plot-for-sale-in-rethal-ahmedabad-west-38720-sq-yard-r1-spid-A81630887,Residential land / Plot,9 Cr,₹258 /sqft,Plot_area 348480 sq.ft.l*b :*,4.0,,,Freehold,,,,"Rethal, Sanand",East,Ready To Move,Possession: Immediate *,Resale,not available,A81630887,[],[], ,,,Prime location residential non agriculture land at prime location for future growth perspective.Kindly call for more details & similar properties.,
Dholka,https://www.99acres.com/residential-land-plot-for-sale-in-dholka-ahmedabad-south-21000-sq-yard-r1-spid-G81631039,Residential land / Plot,23.1 Cr,"₹1,222 /sqft",Plot_area 189000 sq.ft.l*b :*,4.0,Yes,,Freehold,,,,"Dholka, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,G81631039,"['Arihant Hospital', 'Shri Hari Krishna Multi Speciality Hospital', 'Brinda Maternity Nursing Home', 'Sethwala Hospital', 'Patel Dental Clinic', 'Parshwanath General Hospital', ""Jekuba Children's Hospital"", 'Jivandeep Hospital Ahmedabad', 'Raj Hospital', 'Jiyansh Hospital and Prasutigruh', 'Dholka railway station']",[], ,,,Prime location residential non agriculture land at prime location for future growth perspective.Kindly call for more details & similar properties.,"['Connectivity3.9/5', 'Lifestyle4/5', 'Safety3.8/5', 'Green Area3.9/5']"
Sanand,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-23232-sq-yard-r1-spid-H81631003,Residential land / Plot,6.6 Cr,₹316 /sqft,Plot_area 209088 sq.ft.l*b :*,4.0,Yes,80.0 ft,Freehold,,,,"Sanand, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,H81631003,"['Massom Children Hospital', 'Vishwa Vatsalya General Hospital', 'Sanand Hospital and Trauma Centre', 'Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Sanand Janta Multispeciality Hospital', 'Ashirvad Hospital and Clinic', 'Navjeevan Doctor House', 'Sanjivani Hospital', 'Suvidha Orthopedic And Acccident Hospital']",[], ,,,Prime location residential non agriculture land at prime location for future growth perspective.Kindly call for more details & similar properties.,"['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Sanand,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-7082-sq-yard-r1-spid-D81571401,Residential land / Plot,21.25 Cr,"₹3,333 /sqft",Plot_area 63738 sq.ft.l*b :*,4.0,Yes,,Freehold,,,,"Sanand, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,D81571401,"['Massom Children Hospital', 'Vishwa Vatsalya General Hospital', 'Sanand Hospital and Trauma Centre', 'Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Sanand Janta Multispeciality Hospital', 'Ashirvad Hospital and Clinic', 'Navjeevan Doctor House', 'Sanjivani Hospital', 'Suvidha Orthopedic And Acccident Hospital']",[], ,,,Prime location residential non agriculture land available.Kindly call for more details & multiple similar properties.,"['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Sanand,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-9680-sq-yard-r1-spid-R81571329,Residential land / Plot,17.5 Cr,"₹2,009 /sqft",Plot_area 87120 sq.ft.l*b :*,4.0,Yes,,Freehold,,,,"Sanand, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,R81571329,"['Massom Children Hospital', 'Vishwa Vatsalya General Hospital', 'Sanand Hospital and Trauma Centre', 'Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Sanand Janta Multispeciality Hospital', 'Ashirvad Hospital and Clinic', 'Navjeevan Doctor House', 'Sanjivani Hospital', 'Suvidha Orthopedic And Acccident Hospital']",[], ,,,Prime location residential na land available at prime location.Kindly call for more details & similar properties.,"['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Sanand,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-18150-sq-yard-r1-spid-P81571487,Residential land / Plot,36.3 Cr,"₹2,222 /sqft",Plot_area 163350 sq.ft.l*b :*,4.0,Yes,,Freehold,,,,"Sanand, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,P81571487,"['Massom Children Hospital', 'Vishwa Vatsalya General Hospital', 'Sanand Hospital and Trauma Centre', 'Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Sanand Janta Multispeciality Hospital', 'Ashirvad Hospital and Clinic', 'Navjeevan Doctor House', 'Sanjivani Hospital', 'Suvidha Orthopedic And Acccident Hospital']",[], ,,,Prime location residential non agriculture land available.Kindly call for more details & multiple similar properties.,"['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Sanand,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-2368-sq-yard-r1-spid-Z81571465,Residential land / Plot,7.1 Cr,"₹3,333 /sqft",Plot_area 21312 sq.ft.l*b :*,3.0,Yes,,Freehold,,,,"Sanand, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,Z81571465,"['Massom Children Hospital', 'Vishwa Vatsalya General Hospital', 'Sanand Hospital and Trauma Centre', 'Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Sanand Janta Multispeciality Hospital', 'Ashirvad Hospital and Clinic', 'Navjeevan Doctor House', 'Sanjivani Hospital', 'Suvidha Orthopedic And Acccident Hospital']",[], ,,,Prime location residential non agriculture land available.Kindly call for more details & multiple similar properties.,"['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Shela,https://www.99acres.com/residential-land-plot-for-sale-in-shela-ahmedabad-west-8000-sq-yard-r1-spid-Y81571889,Residential land / Plot,80 Cr,"₹11,111 /sqft",Plot_area 72000 sq.ft.l*b :*,3.0,,,Freehold,,,,"Shela, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,Y81571889,"['SoBo Centre', 'State bank of india sbi ATM', 'Icici ATM', 'Hdfc ATM', 'Axis ATM', 'Atm hdfc bank', 'Navkaar Hospital', 'Sannidhya Hospital', 'Sahyog General Hospital and Nursing Home', 'Life Care Hospital', 'Sahyog Hospital', 'Devasya Superspeciality Kidney Institute and Research Centre', 'Apollo Pharmacy', 'Regus Business Centre', 'AMTS Ghuma Bus terminal', 'Ghuma BRTS terminal', 'Sterling City', 'Bopal gam', 'State bank of india', 'Upper Crest', 'Purohit Chavana and Sweet Mart', 'Hocco Eatery', ""McDonald's"", 'CTP3R-WDFCC Project Office Larsen & Toubro Limited']",[], ,,,Prime location residential non agriculture land available.Kindly call for more details & multiple similar properties.,"['Connectivity4/5', 'Lifestyle4.1/5', 'Safety4.2/5', 'Green Area4.3/5']"
Dholera,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-ahmedabad-south-167-sq-yard-spid-M82752784,Residential land / Plot,16.7 Lac,"₹1,111 /sqft",Plot_area 1503 sq.ft.l*b :*,1.0,,,Freehold,AMC,,Yes,"Dholera, Ahmedabad",North,Under Construction,Possession: Jun 2026 *,Resale,not available,M82752784,[],[], ,,,"Planning to invest in property ? This plot in dholera (Gujrat) which upcomming 1st smart city in india like shanghai and disinged by those who disigned palm zumera and singapore ,
So invest today and get good apriciation in future","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Dholera,https://www.99acres.com/residential-land-plot-for-sale-in-dholera-ahmedabad-south-200-sq-yard-spid-M82752762,Residential land / Plot,20 Lac,"₹1,111 /sqft",Plot_area 1800 sq.ft.l*b :*,1.0,Yes,,Freehold,AMC,,Yes,"Dholera, Ahmedabad",East,Under Construction,Possession: Jun 2026 *,Resale,not available,M82752762,[],[], ,,,"Planning to invest in property ? This plot in dholera (Gujrat) which upcomming 1st smart city in india like shanghai and disinged by those who disigned palm zumera and singapore ,
So invest today and get good apriciation in future","['Connectivity3.7/5', 'Lifestyle3.7/5', 'Safety3.7/5', 'Green Area3.7/5']"
Aarohi greens starz club,https://www.99acres.com/residential-land-plot-for-sale-in-aarohi-greens-starz-club-sanand-ahmedabad-west-1309-sq-yard-r3-spid-Q77536055,Residential land / Plot,3.01 Cr,"₹2,556 /sqft",Plot_area 11781 sq.ft.l*b :*,4.0,Yes,29.5 ft,Co-operative Society,AUDA,,Yes,"Aarohi greens starz club, Sanand, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,Q77536055,"['ISKON Temple', 'Paramdham Temple', 'State bank of india ATM', 'The Vitreoretina Clinic and Eye Hospital', 'Apex Heart Institute', 'Raksha Hospital Pvt Ltd', 'Arthro Care Hospital', 'Samarpan Maternity And Urosurgical Hospital', 'Vatsalya Maternity Nursing Home', 'Avataran Eye Hospital and Oculoplasty Clinic', 'Kirenben Maternity And Nursing Home', 'Udit Hospital Multi Speciality', 'Jalaram Hospital Ahmedabad', 'Aakshardeep Eye Hospital', ""Tender Touch Children's Hospital"", 'Shri Gordhandas Charitable Hospital', ""Brinda Women's Hospital"", 'Vismay Child Care Hospital', 'Rosemaarry Womens Hospital', 'Raghunath Party Plot', 'Shangrila Bunglows', 'HP Fuel Station', 'Indian bank', 'Mukta A2 Cinemas', 'PVR acropolis mall', 'Wide Angle', 'cabana lounge', 'Cooking Culture', 'The Cafe Date', ""Deva's Coffee Bar"", 'Gordhan Thal', 'Havmor', 'Honest', 'Little Italy', 'Subway', 'Atithi Dining Hall', 'Starbucks', 'Mocha', 'Black Salt', 'Cafe Coffee Day', 'Mc Donalds', 'Bean Box Cafe', 'Satva Vikas School', 'Nirma School', 'SN Collage', 'SN School', 'Ambli road railway station', 'TatvaSoft', 'Sauber Environmental Solutions Pvt. Ltd.', 'Aardenco Infotech Pvt Ltd']","['Maintenance Staff', 'Water Storage']", ,,,Its 1309 sq.Yd prime loction net plot on sell . Near club house plot is east facing and best for investment or weekeend villa,"['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
green wood society,https://www.99acres.com/residential-land-plot-for-sale-in-vaishnodevi-circle-ahmedabad-north-77-sq-yard-spid-I83102614,Residential land / Plot,3.11 Cr,"₹44,942 /sqft",Plot_area 692 sq.ft.l*b :72 ft.(21.94) m.*67 ft.(20.42) m.,4.0,Yes,,Freehold,Local Authority,,Yes,"green wood society, Vaishnodevi Circle, Ahmedabad",East,Ready To Move,Possession: Immediate *,Resale,not available,I83102614,"['Prime Dental Care', 'Management Parking', 'New Parking', 'D-cabin', 'Fuel', 'Kalupur cooperative commercial bank', 'F1 Pharma Canteen', 'Management Mess', 'NIM Auditorium', 'Silver Oak College Of Engineering & Technology', 'Dr. Babasaheb Ambedkar Open University', 'Nirma University', 'Khodiyar junction railway station']",[], ,,,Available 692 sq yard plot in green wood society in prime near vaishnav devi circle. For more detail please contact.,"['Connectivity4.2/5', 'Lifestyle4/5', 'Safety4.1/5', 'Green Area4/5']"
Sanand,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-1578-sq-yard-r1-spid-T81571443,Residential land / Plot,4.73 Cr,"₹3,333 /sqft",Plot_area 14202 sq.ft.l*b :*,4.0,Yes,,Freehold,,,,"Sanand, Ahmedabad",North,Ready To Move,Possession: Immediate *,Resale,not available,T81571443,"['Massom Children Hospital', 'Vishwa Vatsalya General Hospital', 'Sanand Hospital and Trauma Centre', 'Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Sanand Janta Multispeciality Hospital', 'Ashirvad Hospital and Clinic', 'Navjeevan Doctor House', 'Sanjivani Hospital', 'Suvidha Orthopedic And Acccident Hospital']",[],['North Facing'],,,Prime location residential non agriculture land available.Kindly call for more details & multiple similar properties.,"['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Sanand,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-900-sq-yard-r1-spid-W81456823,Residential land / Plot,4.05 Cr,"₹5,000 /sqft",Plot_area 8100 sq.ft.l*b :*,3.0,,,Freehold,,,,"Sanand, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,W81456823,"['Massom Children Hospital', 'Vishwa Vatsalya General Hospital', 'Sanand Hospital and Trauma Centre', 'Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Sanand Janta Multispeciality Hospital', 'Ashirvad Hospital and Clinic', 'Navjeevan Doctor House', 'Sanjivani Hospital', 'Suvidha Orthopedic And Acccident Hospital']",[], ,,,"Prime location property available at attractive rate.Kindly call for more details, site visit & similar properties.","['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Chandrasan,https://www.99acres.com/residential-land-plot-for-sale-in-chandrasan-ahmedabad-west-5600-sq-yard-r1-spid-K81572039,Residential land / Plot,5.04 Cr,"₹1,000 /sqft",Plot_area 50400 sq.ft.l*b :*,4.0,Yes,,Freehold,,,,"Chandrasan, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,K81572039,[],[], ,,,Prime location residential non agriculture land available.Kindly call for more details & multiple similar properties.,
Malhar Bungalows,https://www.99acres.com/residential-land-plot-for-sale-in-malhar-bungalows-shilaj-ahmedabad-west-950-sq-yard-spid-E82698750,Residential land / Plot,10.45 Cr,"₹12,222 /sqft",Plot_area 8550 sq.ft.l*b :2700 ft.(822.92) m.*3 ft.(0.91) m.,2.0,Yes,20.0 ft,Freehold,AMC,,Yes,"Nandoli, Malhar Bungalows, Shilaj, Ahmedabad",North-West,Ready To Move,Possession: Immediate *,Resale,not available,E82698750,"['Bopal gam', 'Sterling City', 'AMTS Ghuma Bus terminal', 'Ghuma BRTS terminal', 'Bean Box Cafe', 'DPS - Delhi Public School', 'Ambli road railway station']","['Feng Shui / Vaastu Compliant', 'Maintenance Staff']",['Feng Shui/ Vaastu Compliant'],,,"Property name: Malhar Location: Nandoli Property type: Residential plot Plot size: 950 sq. Yards Sale price: 10.45 crore Furnishing/construction: No construction Boundary wall: Yes Open sides: 2-Side open Construction status: Vacant plot (No existing construction) Remarks: Prime residential plot with two open sides and a boundary wall, located in the peaceful and upcoming area of nandoli. Suita...","['Connectivity3.9/5', 'Lifestyle3.8/5', 'Safety3.8/5', 'Green Area3.9/5']"
Vyapti Vraj Garden,https://www.99acres.com/residential-land-plot-for-sale-in-vyapti-vraj-garden-bopal-ahmedabad-west-1204-sq-yard-spid-R82633574,Residential land / Plot,8.43 Cr,"₹7,780 /sqft",Plot_area 10836 sq.ft.l*b :360 ft.(109.72) m.*3 ft.(0.91) m.,2.0,Yes,20.0 ft,Freehold,AMC,,Yes,"Shela, Vyapti Vraj Garden, Bopal, Ahmedabad",North-West,Ready To Move,Possession: Immediate *,Resale,not available,R82633574,"['SoBo Centre', 'Atm hdfc bank', 'State bank of india sbi ATM', 'Icici ATM', 'Hdfc ATM', 'Axis ATM', 'Bopal Multispeciality Hospital', 'Royal Maternity and Nursing Home', 'Shivam Hospital', 'Adarsh Hospital', 'Vanza Hospital', 'Aastha Orthopaedic Hospital Ahmedabad', 'Shreeji Children Hospital', 'Vaishali Hospital', 'Laxmi Heart and Medical Hospital', 'Bopal Eye Care Centre', 'Life Care Hospital', 'Jay Prasuti Gruh and Nursing Home', 'Devasya Superspeciality Kidney Institute and Research Centre', 'Krishna Maternity Nursing Home', 'Sannidhya Hospital', 'Navkaar Hospital', 'Apollo Pharmacy', 'Sterling City', 'Bopal gam', 'AMTS Ghuma Bus terminal', 'Ghuma BRTS terminal', 'Indian oil CNG n Petrol', 'State bank of india', 'State bank of india', 'Jalaram Parotha house', 'Havmor restaurant', ""McDonald's"", 'Purohit Chavana and Sweet Mart', 'Upper Crest', 'Hocco Eatery', 'Bean Box Cafe', 'DPS - Delhi Public School', 'LJ University', 'Gora railway station']",['Feng Shui / Vaastu Compliant'],['Feng Shui/ Vaastu Compliant'],,,"Vraj garden, located in the desirable area of shela, is a residential plot available for sale. Spanning 1204 square yards, the property is listed at a price of 8.43 crore. It features a 2-Side open layout and is secured with a boundary wall. While no construction has been done on the plot, it presents an excellent opportunity for customized development. The plot is unfurnished and ideal for res...","['Connectivity4.3/5', 'Lifestyle4.3/5', 'Safety4.3/5', 'Green Area4.1/5']"
Saurabh Society,https://www.99acres.com/residential-land-plot-for-sale-in-saurabh-society-vejalpur-ahmedabad-west-400-sq-yard-spid-N82338024,Residential land / Plot,5.75 Cr,"₹15,972 /sqft",Plot_area 3600 sq.ft.l*b :60 ft.(18.29) m.*3 ft.(0.91) m.,2.0,Yes,20.0 ft,Freehold,AMC,,Yes,"Vijay Cross Road, Saurabh Society, Vejalpur, Ahmedabad",North-West,Ready To Move,Possession: Immediate *,Resale,not available,N82338024,"['Swastik Surgical Hospital And Dental Clinic Ahmedabad', 'Spandan Hospital Ahmedabad', 'Nanavati Maternity Hospital', 'Shaishav Children Hospital And Neonatal Care Unit', 'Naresh Hospital', 'Shreyas Speciality Hospital', 'Rushabh Medi-Surge Hospital Pvt Ltd', 'Sahjanand Orthopaedic Hospital', 'Cardio Vascular Clinic - Ahmedabad', 'Shreeji Maternity and Surgical Nursing Home', 'Sanjivani Maternity SonographyandPainless Delivery', 'Satellite Orthopaedic Hospital And Research Centre Pvt Ltd', 'Shyamal Orthopaedic Hospital', 'Amena Khatun General Hospital', 'Urva Children Hospital and Neonatal Care', ""Gynaecare Women's Hospital"", 'Mahin Lifecare Services Pvt.Ltd', 'Vatsalya Gynec Hospital', 'Sehat Hospital Clinic', 'Samkit Hospital Icu and Iccu', 'Jain Hospital and Icu', 'Abhisek Maternity and Nursing Home', 'Shridhaj Orthopaedic Hospital', 'Shree Hari Clinic', 'Sagar Hospital Ahmedabad', 'Janam Hospital', 'Sarvamangal Women Hospital', 'Gujrat Child Care Hospital', 'Sanidhaya Maternity and Nursing Home', 'Navkar Children Hospital Ahmedabad', 'Shree Maternity and Nursing Home Ahmedabad', 'Sai Krupa Hospital', 'shell petrol pump', 'Yes bank', 'Saswat bank', 'Sbi bank', 'Bank of baroda', 'City Gold Shyamal', ""McDonald's"", 'Panddi restarunt', 'Skyz Restaurant and Banquet', 'Jagdish Chaat Pakodi Center', 'Diwan Bhel Pakodi Center', 'Cafe20', 'In-Garden Cafe', 'Sphere Louge', 'La Milano Pizzeria Prahladnagar', 'Vastrapur railway station', 'Silicon WebX', 'Dr.shyama prashad mukharji muncipal library']",['Feng Shui / Vaastu Compliant'],['Feng Shui/ Vaastu Compliant'],,,This plot is located at saurabh society vijay cross road. Plot 400sq yard. (Only plot) . Sale rate 5.75 cr resi,"['Connectivity4.2/5', 'Lifestyle3.9/5', 'Safety4/5', 'Green Area3.9/5']"
Shiv Shilpgram 3,https://www.99acres.com/residential-land-plot-for-sale-in-lapkaman-ahmedabad-west-1300-sq-yard-spid-Q82621170,Residential land / Plot,4.55 Cr,"₹3,889 /sqft",Plot_area 11700 sq.ft.l*b :*,3.0,Yes,40.0 ft,Co-operative Society,AUDA,,,"1/ J, Shiv Shilpgram 3, Lapkaman, Ahmedabad",West,Ready To Move,Possession: Immediate *,Resale,not available,Q82621170,[],"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Water Storage', 'Rain Water Harvesting']",['Feng Shui/ Vaastu Compliant'],,,"Shilpgram-3 plotting scheme at lapkaman, near ognaj circle at ahmedabad. Scheme is good for residential bungalows, investment as well as farm house. It has high potential of capital appreciation due to its proximity to sardar patel sp ring road and new dp roads. It has developed club house, plots with fencing and basic infrastructure. Multiple plot options from 560 sqyds to 1500 sqyds available...","['Connectivity3.8/5', 'Lifestyle3.6/5', 'Safety3.8/5', 'Green Area3.5/5']"
Sanand,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-4654-sq-yard-r1-spid-O81571375,Residential land / Plot,13.96 Cr,"₹3,333 /sqft",Plot_area 41886 sq.ft.l*b :*,4.0,Yes,,Freehold,,,,"Sanand, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,O81571375,"['Massom Children Hospital', 'Vishwa Vatsalya General Hospital', 'Sanand Hospital and Trauma Centre', 'Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Sanand Janta Multispeciality Hospital', 'Ashirvad Hospital and Clinic', 'Navjeevan Doctor House', 'Sanjivani Hospital', 'Suvidha Orthopedic And Acccident Hospital']",[], ,,,Prime location residential na land available.Kindly call for more details & multiple similar properties.,"['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Sanand,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-3000-sq-yard-r1-spid-S81456913,Residential land / Plot,10.8 Cr,"₹4,000 /sqft",Plot_area 27000 sq.ft.l*b :*,3.0,,,Freehold,,,,"Sanand, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,S81456913,"['Massom Children Hospital', 'Vishwa Vatsalya General Hospital', 'Sanand Hospital and Trauma Centre', 'Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Sanand Janta Multispeciality Hospital', 'Ashirvad Hospital and Clinic', 'Navjeevan Doctor House', 'Sanjivani Hospital', 'Suvidha Orthopedic And Acccident Hospital']",[], ,,,"Prime location property available at attractive rate.Kindly call for more details, site visit & similar properties.","['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Sanand,https://www.99acres.com/residential-land-plot-for-sale-in-sanand-ahmedabad-west-3000-sq-yard-r1-spid-E81571871,Residential land / Plot,9 Cr,"₹3,333 /sqft",Plot_area 27000 sq.ft.l*b :*,3.0,Yes,,Freehold,,,,"Sanand, Ahmedabad",,Ready To Move,Possession: Immediate *,Resale,not available,E81571871,"['Massom Children Hospital', 'Vishwa Vatsalya General Hospital', 'Sanand Hospital and Trauma Centre', 'Chauhan Hospital', 'Shreeji Multi Speciality Hospital', 'Sanand Janta Multispeciality Hospital', 'Ashirvad Hospital and Clinic', 'Navjeevan Doctor House', 'Sanjivani Hospital', 'Suvidha Orthopedic And Acccident Hospital']",[], ,,,Prime location residential non agriculture land available.Kindly call for more details & multiple similar properties.,"['Connectivity3.8/5', 'Lifestyle3.9/5', 'Safety3.8/5', 'Green Area3.7/5']"
Makarba,https://www.99acres.com/residential-land-plot-for-sale-in-makarba-ahmedabad-west-2050-sq-yard-r1-spid-V81572007,Residential land / Plot,26.65 Cr,"₹14,444 /sqft",Plot_area 18450 sq.ft.l*b :*,4.0,,,Freehold,,,,"Makarba, SG Highway",,Ready To Move,Possession: Immediate *,Resale,not available,V81572007,"['Jama Masjid', 'Navjivan hospital', 'Amena Khatun General Hospital', 'Shreyas Speciality Hospital', 'Mamata Hospital', 'SHREY HOSPITAL', 'Naresh Hospital', 'Shaishav Children Hospital And Neonatal Care Unit', 'Nanavati Maternity Hospital', 'Spandan Hospital Ahmedabad', 'Swastik Surgical Hospital And Dental Clinic Ahmedabad', 'Mamta Hospital', 'Hope Hospital', 'Mahin Lifecare Services Pvt.Ltd', 'Sehat Hospital Clinic', 'Rushabh Medi-Surge Hospital Pvt Ltd', 'Sahjanand Orthopaedic Hospital', 'Shreeji Maternity and Surgical Nursing Home', 'Shree Hari Clinic', 'Cardio Vascular Clinic - Ahmedabad', 'Sanjivani Maternity SonographyandPainless Delivery', 'Sai Krupa Hospital', 'Satellite Orthopaedic Hospital And Research Centre Pvt Ltd', 'Shyamal Orthopaedic Hospital', 'Urva Children Hospital and Neonatal Care', 'Samkit Hospital Icu and Iccu', ""Gynaecare Women's Hospital"", 'Vismay Child Care Hospital', 'Jain Hospital and Icu', 'Shridhaj Orthopaedic Hospital', 'Vatsalya Gynec Hospital', 'Abhisek Maternity and Nursing Home', 'Sagar Hospital Ahmedabad', 'Regus Business Centre', 'shell petrol pump', 'Yes bank', 'Sphere Louge', 'Skyz Restaurant and Banquet', 'La Milano Pizzeria Prahladnagar', 'In-Garden Cafe', ""McDonald's"", 'Vishala', 'Panddi restarunt', 'Sarkhej railway station', 'Vastrapur railway station', 'Silicon WebX']",[], ,,,Prime location residential plot/land available.Kindly call for more details & multiple similar properties.,"['Connectivity3.9/5', 'Lifestyle3.8/5', 'Safety3.9/5', 'Green Area3.5/5']"
Sughad,https://www.99acres.com/residential-land-plot-for-sale-in-sughad-gandhinagar-5200-sq-yard-r1-spid-Q78992475,Residential land / Plot,30 Cr,"₹6,410 /sqft",Plot_area 46800 sq.ft.l*b :230 ft.(70.30) m.*158 ft.(48.24) m.,2.0,Yes,475.0 ft,Freehold,Local Authority,Yes,Yes,"Sughad, Ahmedabad",North-West,Ready To Move,Possession: Immediate *,Resale,not available,Q78992475,"['Kanoria Hospital And Research Centre Gandhinagar', 'Naroda Gam', 'Fuel', 'Gyan bhandar library']",[], ,,,This is 2 road corner suitable for residential schemes..,"['Connectivity3.8/5', 'Lifestyle3.6/5', 'Safety3.5/5', 'Green Area3.6/5']"
